,0
Cell_146,0.3989123320587931
Cell_147,0.4004607363524895
Cell_148,0.3992460515547582
Cell_149,0.39979470569350267
Cell_150,0.39712014273487134
Cell_151,0.39974433822639804
Cell_152,0.39923942587026084
Cell_153,0.40024241345959743
Cell_154,0.39995125192962605
Cell_155,0.3997649161161843
Cell_156,0.39938088011255224
Cell_157,0.39629569871971765
Cell_158,0.3945567006058934
Cell_159,0.39438209792110396
Cell_160,0.3994221546923356
Cell_161,0.38813908448911
Cell_162,0.39344925458058794
Cell_163,0.3926495362760102
Cell_164,0.3969041682475731
Cell_165,0.39747905517555926
Cell_166,0.39780342759951237
Cell_167,0.3952169151790466
Cell_168,0.3941189334785426
Cell_169,0.39537464241072884
Cell_170,0.39311722897042445
Cell_171,0.3967411416054046
Cell_172,0.3912661246099292
Cell_173,0.381858113434968
Cell_174,0.39397594790420515
Cell_175,0.3923154979780546
Cell_176,0.3846727342312158
Cell_177,0.3916064949916547
Cell_178,0.391301807976722
Cell_179,0.3926885701193094
Cell_180,0.39373945099301366
Cell_181,0.39097674817834993
Cell_182,0.3853815849918354
Cell_183,0.391945484056834
Cell_184,0.3952791451426152
Cell_185,0.3924270752842451
Cell_186,0.3893626176831264
Cell_187,0.38435540979104355
Cell_188,0.39430074944601246
Cell_189,0.3794347754717244
Cell_190,0.3937379339753874
Cell_191,0.39782241898542925
Cell_192,0.3993939669340076
Cell_193,0.39691884022403234
Cell_194,0.396245958100037
Cell_195,0.39337521472028536
Cell_196,0.3973088791056924
Cell_197,0.39677466762810126
Cell_198,0.39425417409353947
Cell_199,0.39362756347820593
Cell_200,0.3943984079070392
Cell_201,0.39295997723567316
Cell_202,0.38424793861895823
Cell_203,0.3715228978327455
Cell_204,0.38006662814073894
Cell_205,0.3989639531956399
Cell_206,0.39103095368794777
Cell_207,0.3956997142086367
Cell_208,0.39927236051329473
Cell_209,0.3980452123354218
Cell_210,0.3880555556421166
Cell_211,0.39238088870182614
Cell_212,0.39158771467583603
Cell_213,0.3748052480635975
Cell_214,0.35495065213022514
Cell_215,0.4882731978291531
Cell_216,0.3497747221355336
Cell_217,0.3916802103181466
Cell_218,0.383037596510286
Cell_219,0.37863188863870983
Cell_220,0.3939060104729757
Cell_221,0.38157239104698043
Cell_222,0.34794724249227865
Cell_223,0.36664745334312315
Cell_224,0.3481799322500712
Cell_225,0.3819084157381995
Cell_226,0.39276097516344566
Cell_227,0.34872467345467867
Cell_228,0.3921065987968294
Cell_229,0.3765322622996481
Cell_230,0.38324655871398705
Cell_231,0.3742723215195498
Cell_232,0.3883138395203599
Cell_233,0.382698909090813
Cell_234,0.36695788384639516
Cell_235,0.3937899804105713
Cell_236,0.36672440920724303
Cell_237,0.3489263691947742
Cell_238,0.3655545363449335
Cell_239,0.3913432659810479
Cell_240,0.38831892011760794
Cell_241,0.4883040463844784
Cell_242,0.49171699285906495
Cell_243,0.4875866166395688
Cell_244,0.488333303147616
Cell_245,0.4911692759325865
Cell_246,0.48185443170883974
Cell_247,0.49068754586927654
Cell_248,0.368976042128611
Cell_249,0.38817557887017534
Cell_250,0.3494791035431297
Cell_251,0.36418955647150847
Cell_252,0.39292261134819356
Cell_253,0.37310393866686037
Cell_254,0.3505101289598287
Cell_255,0.34861439900076696
Cell_256,0.38914980435666474
Cell_257,0.3804486920071421
Cell_258,0.34795192466268016
Cell_259,0.3895522159818659
Cell_260,0.38167743977236573
Cell_261,0.39240716823437755
Cell_262,0.34872368174868495
Cell_263,0.350382286910896
Cell_264,0.37811680807753417
Cell_265,0.3897234985994308
Cell_266,0.37908608281212897
Cell_267,0.3643731768065677
Cell_268,0.49121077347462355
Cell_269,0.4920904439133067
Cell_270,0.5407135329683455
Cell_271,0.49329336918796307
Cell_272,0.4925225196160808
Cell_273,0.4767839561586973
Cell_274,0.4013239285841374
Cell_275,0.40174525614907597
Cell_276,0.4012161884970923
Cell_277,0.4009970550352999
Cell_278,0.39904716787168315
Cell_279,0.40149005343683275
Cell_280,0.4003953683137022
Cell_281,0.4006776716090323
Cell_282,0.39868129362906873
Cell_283,0.40081214030780826
Cell_284,0.3992349619059016
Cell_285,0.40128974479497675
Cell_286,0.38652839233375486
Cell_287,0.39506795935124445
Cell_288,0.3877077377511445
Cell_289,0.3972042385586803
Cell_290,0.39541594275536784
Cell_291,0.3863532577897706
Cell_292,0.37885420099637246
Cell_293,0.39141178541685934
Cell_294,0.39449519443425435
Cell_295,0.39045836585875165
Cell_296,0.3953033054532445
Cell_297,0.39724329098022826
Cell_298,0.3955151651046721
Cell_299,0.39809293288685116
Cell_300,0.3997463682791616
Cell_301,0.39659016484721327
Cell_302,0.3919648241926247
Cell_303,0.39829419486366996
Cell_304,0.38136546672321453
Cell_305,0.3739821726924487
Cell_306,0.3503327911378766
Cell_307,0.3937153394443007
Cell_308,0.3898426582057494
Cell_309,0.5345603838492653
Cell_310,0.38159102733919187
Cell_311,0.35030581650008275
Cell_312,0.34915771860817446
Cell_313,0.48051603583694064
Cell_314,0.5177884924515965
Cell_315,0.3862898126120679
Cell_316,0.38893387946361685
Cell_317,0.3949514659952805
Cell_318,0.39589420000283043
Cell_319,0.39524978381046905
Cell_320,0.3970818687802208
Cell_321,0.39560446620097744
Cell_322,0.3951284950944742
Cell_323,0.39401582587995015
Cell_324,0.3954999815875343
Cell_325,0.39567637428352476
Cell_326,0.3940960933906787
Cell_327,0.8034169842054683
Cell_328,0.8969220409040494
Cell_329,0.7568455928569539
Cell_330,0.39622297140318713
Cell_331,0.8818071126606309
Cell_332,0.5820758645617988
Cell_333,0.5827246054560387
Cell_334,0.7980433618813426
Cell_335,0.7667255981083871
Cell_336,0.9095065463071532
Cell_337,0.903600934150679
Cell_338,0.9101880289546624
Cell_339,0.8975264689458599
Cell_340,0.9064836626460017
Cell_341,0.8999550772684694
Cell_342,0.9084779853445598
Cell_343,0.896238098789118
Cell_344,0.905523021715506
Cell_345,0.9073837908828289
Cell_346,0.87334977659006
Cell_347,0.8901654634168379
Cell_348,0.8770759877563832
Cell_349,0.8970454032660058
Cell_350,0.9025809012894909
Cell_351,0.8431611858624743
Cell_352,0.7921249952465198
Cell_353,0.8426564576443096
Cell_354,0.9024620291696489
Cell_355,0.8781354162839831
Cell_356,0.9031585898652892
Cell_357,0.8524564969828187
Cell_358,0.6092220765534293
Cell_359,0.613484275589493
Cell_360,0.6105708308217671
Cell_361,0.6107388118379813
Cell_362,0.6025804679558675
Cell_363,0.6129099112961867
Cell_364,0.5309289516366238
Cell_365,0.6138140222243739
Cell_366,0.5322371779701907
Cell_367,0.6109892599537369
Cell_368,0.6144076750778722
Cell_369,0.6080934117053667
Cell_370,0.6117316680916786
Cell_371,0.6026788015419932
Cell_372,0.6129201177886481
Cell_373,0.6026048991514872
Cell_374,0.6152782420415807
Cell_375,0.6103740118054198
Cell_376,0.6092356491509604
Cell_377,0.5740807963521435
Cell_378,0.6032560902040603
Cell_379,0.6109489191883128
Cell_380,0.6102969494977591
Cell_381,0.6115021314060671
Cell_382,0.6107419854878746
Cell_383,0.5671162309575135
Cell_384,0.6147443547408138
Cell_385,0.6133212905778722
Cell_386,0.6099510236803325
Cell_387,0.6042158128338458
Cell_388,0.609354762098519
Cell_389,0.6113483165479998
Cell_390,0.6099809787393828
Cell_391,0.6110918394186418
Cell_392,0.6139651202497498
Cell_393,0.6141010191359146
Cell_394,0.6141053664057993
Cell_395,0.6145878591969047
Cell_396,0.608438259084813
Cell_397,0.6092897053443306
Cell_398,0.6101949351891804
Cell_399,0.6101968294059092
Cell_400,0.6138966736727053
Cell_401,0.5633010041328239
Cell_402,0.6133912724039946
Cell_403,0.6132216004871844
Cell_404,0.5338619263888659
Cell_405,0.6123758409768265
Cell_406,0.36121880697376946
Cell_407,0.5202050070422398
Cell_408,0.5048827228629881
Cell_409,0.44758256432448873
Cell_410,0.5098856094415383
Cell_411,0.5157883566165309
Cell_412,0.5504298424577622
Cell_413,0.6131221285869226
Cell_414,0.6139970751467599
Cell_415,0.5497374395685142
Cell_416,0.6001969140504619
Cell_417,0.6107906755434712
Cell_418,0.6147320867292682
Cell_419,0.6128846606832683
Cell_420,0.6126792078730765
Cell_421,0.6125609120622678
Cell_422,0.6167484807703626
Cell_423,0.5388741350650306
Cell_424,0.5717670729906092
Cell_425,0.6146208158300888
Cell_426,0.6158983853823145
Cell_427,0.6151994894131156
Cell_428,0.5168960601596749
Cell_429,0.6141688118061309
Cell_430,0.6163626746401402
Cell_431,0.6152479150528439
Cell_432,0.5300587236066868
Cell_433,0.6155487588189413
Cell_434,0.616202627325639
Cell_435,0.6130331274618861
Cell_436,0.6144416873153445
Cell_437,0.5318538892947842
Cell_438,0.5713973298106738
Cell_439,0.6113894434919409
Cell_440,0.6110453853039166
Cell_441,0.6120554063784569
Cell_442,0.614385264575902
Cell_443,0.6102417779913737
Cell_444,0.39620860943564923
Cell_445,0.39331396043570094
Cell_446,0.395659565067253
Cell_447,0.3932542145256931
Cell_448,0.3945795821253965
Cell_449,0.3941147362201446
Cell_450,0.3952619184449313
Cell_451,0.3946124236425616
Cell_452,0.3940856168722196
